Id,CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF
8338,,asociacion centro de investigacion coop en biociencias cic biogune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asociacion centro de investigacion coop en biociencias cic biogune,,
8339,,asociacion centro de investigacion coop en biociencias cic biogune asociacion centro de investigacion coop en biociencias cic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asociacion centro de investigacion coop en biociencias cic biogune asociacion centro de investigacion coop en biociencias cic,,
8340,,asociacion centro de investigacion cooperativa en turismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asociacion centro de investigacion cooperativa en turismo,,
8341,,asociacion nacional fabricantes de conservas de pescados y mariscos anfaco cecopesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asociacion nacional fabricantes de conservas de pescados y mariscos anfaco cecopesca,,
8342,,asociacion nacional fabricantes de conservas de pescados y mariscos centro tecni anfaco cecopesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asociacion nacional fabricantes de conservas de pescados y mariscos centro tecni anfaco cecopesca,,
8343,,associacio de productors i comercialitzadors de tomata de penjar d_x0019_alcala de xivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,associacio de productors i comercialitzadors de tomata de penjar d_x0019_alcala de xivert,,
8344,,aston university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aston university,,
8345,,atil cnrs umr 7118 universidad de lorraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atil cnrs umr 7118 universidad de lorraine,,
8346,,auckland university of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auckland university of technology,,
8347,,auditorio y centro de congresos victor villegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auditorio y centro de congresos victor villegas,,
8348,,aula de productos lacteos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aula de productos lacteos,,
8349,,aula universitaria del estrecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aula universitaria del estrecho,,
8350,,austrian academy of sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,austrian academy of sciences,,
8351,,banco de adn vegetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banco de adn vegetal,,
8352,,banco nacional de adn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banco nacional de adn,,
8353,,bangor university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bangor university,,
8354,,barcelona school of management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barcelona school of management,,
8355,,barcelona supercomputing center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barcelona supercomputing center,,
8356,,barcelona supercomputing center centro nacional de supercomputacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barcelona supercomputing center centro nacional de supercomputacion,,
8357,,bayes centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bayes centre,,
8358,,bc children s hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc children s hospital,,
8359,,bea banco espanol de algas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea banco espanol de algas,,
8360,,bedford institute of oceanography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedford institute of oceanography,,
8361,,beijing foreign studies university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beijing foreign studies university,,
8362,,bellas artes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bellas artes,,
8363,,ben gurion university of the negev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben gurion university of the negev,,
8364,,bentley university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bentley university,,
8365,,berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,berkeley,,
8366,,berkeley center for cosmological physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,berkeley center for cosmological physics,,
8367,,beteta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beteta,,
8368,,beteta y las majadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beteta y las majadas,,
8369,,beth israel deaconess medical center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beth israel deaconess medical center,,
8370,,beth israel deaconess medical center harvard medical school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beth israel deaconess medical center harvard medical school,,
8371,,bfs biologia fundamental y de sistemas ciencias de la vida y de la salud fcpct ulpgc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfs biologia fundamental y de sistemas ciencias de la vida y de la salud fcpct ulpgc,,
8372,,biblioteca de aragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biblioteca de aragon,,
8373,,biblioteca de humanidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biblioteca de humanidades,,
8374,,biblioteconomia y documentacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biblioteconomia y documentacion,,
8375,,bibliotheca hertziana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bibliotheca hertziana,,
8376,,bifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bifi,,
8377,,biobanco del sistema sanitario publico de andalucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biobanco del sistema sanitario publico de andalucia,,
8378,,biobanco pulmonar balears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biobanco pulmonar balears,,
8379,,biocruces health research institute iis biocruces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biocruces health research institute iis biocruces,,
8380,,biodiversidad y conservacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversidad y conservacion,,
8381,,biodiversitat i conservacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversitat i conservacio,,
8382,,biodivesitat sistematica i evolucio bio6evo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodivesitat sistematica i evolucio bio6evo,,
8383,,bioecouva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioecouva,,
8384,,bioengineering institute of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioengineering institute of technology,,
8385,,bioforge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bioforge,,
8386,,biogenoma dx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenoma dx,,
8387,,biogenome dx s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenome dx s l,,
8388,,biogeomed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogeomed,,
8389,,biogeoquimica y ecologia microbiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogeoquimica y ecologia microbiana,,
8390,,biologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia,,
8391,,biologia biodiversitat sistematica i evolucio bio6evo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia biodiversitat sistematica i evolucio bio6evo,,
8392,,biologia de la conservacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia de la conservacion,,
8393,,biologia estructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia estructural,,
8394,,biologia fisico quimica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia fisico quimica,,
8395,,biologia fonamental i c salut grup nutricio comunitaria i estres oxidatiu nucox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia fonamental i c salut grup nutricio comunitaria i estres oxidatiu nucox,,
8396,,biologia fonamental i ciencies de la salut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia fonamental i ciencies de la salut,,
8397,,biologia fonamental i ciencies de la salut nutricio comunitaria i estres oxidatiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia fonamental i ciencies de la salut nutricio comunitaria i estres oxidatiu,,
8398,,biologia fundamental y ciencias de la salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia fundamental y ciencias de la salud,,
8399,,biologia inagea biologia de las plantas en condicones mediterraneas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia inagea biologia de las plantas en condicones mediterraneas,,
8400,,biologia interdisciplinary ecology group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia interdisciplinary ecology group,,
8401,,biologia neurobiologia cel lular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia neurobiologia cel lular,,
8402,,biologia vascular e inflamacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia vascular e inflamacion,,
8403,,biologia y ciencias ambientales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia y ciencias ambientales,,
8404,,biologia y geologia fisica y quimica inorganica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologia y geologia fisica y quimica inorganica,,
8405,,biologicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologicas,,
8406,,biomedicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biomedicas,,
8407,,biomedicina molecular celular bmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biomedicina molecular celular bmc,,
8408,,biomedicina molecular y celular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biomedicina molecular y celular,,
8409,,bionand centro andaluz de nanomedicina y biotecnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bionand centro andaluz de nanomedicina y biotecnologia,,
8410,,bionanosurf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bionanosurf,,
8411,,biotecnologia de la reproduccion animal y humana technosperm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biotecnologia de la reproduccion animal y humana technosperm,,
8412,,birkbeck college university of london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,birkbeck college university of london,,
8413,,birkbeck university of london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,birkbeck university of london,,
8414,,birmingham city university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,birmingham city university,,
8415,,bist dolors aleu graduate center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bist dolors aleu graduate center,,
8416,,blueplasma power s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blueplasma power s l,,
8417,,bodegas murviedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bodegas murviedro,,
8418,,boston university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boston university,,
8419,,bournemouth university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bournemouth university,,
8420,,bradford unviersity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bradford unviersity,,
8421,,bren school of environmental science and management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bren school of environmental science and management,,
8422,,brigham and womens hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brigham and womens hospital,,
8423,,british columbia university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,british columbia university,,
8424,,broad institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad institute,,
8425,,broad institute of mit and harvard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad institute of mit and harvard,,
8426,,brown university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown university,,
8427,,brudnick neuropsychiatric research institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brudnick neuropsychiatric research institute,,
8428,,brunel university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brunel university,,
8429,,bucknell university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bucknell university,,
8430,,buenache de la sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buenache de la sierra,,
8431,,business faculty law and business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business faculty law and business,,
8432,,business school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business school,,
8433,,c real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c real,,
8434,,ca uned 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca uned 19,,
8435,,cabimer centro andaluz de biologia molecular y medicina regenerativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabimer centro andaluz de biologia molecular y medicina regenerativa,,
8436,,cabimer csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabimer csic,,
8437,,cai de genomica y proteomica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cai de genomica y proteomica,,
8438,,cai de laseres ultrarrapidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cai de laseres ultrarrapidos,,
8439,,cai de tecnicas fisicas y quimicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cai de tecnicas fisicas y quimicas,,
8440,,cai espectroscopia y correlacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cai espectroscopia y correlacion,,
8441,,cai medicina biologia centro de experimentacion animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cai medicina biologia centro de experimentacion animal,,
8442,,cai talleres de asistencia a la investigacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cai talleres de asistencia a la investigacion,,
8443,,california institute of technology caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california institute of technology caltech,,
8444,,california state university fullerton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california state university fullerton,,
8445,,campus cientifico tecnologico edificio de ciencias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus cientifico tecnologico edificio de ciencias,,
8446,,campus de burjassot paterna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de burjassot paterna,,
8447,,campus de cantoblanco facultad de filosofia y letras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de cantoblanco facultad de filosofia y letras,,
8448,,campus de la alimentacion de torribera facultad de farmacia y ciencias de la alimentacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de la alimentacion de torribera facultad de farmacia y ciencias de la alimentacion,,
8449,,campus de la dehesa de la villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de la dehesa de la villa,,
8450,,campus de la merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de la merced,,
8451,,campus de mostoles urjc facultad de ciencias uam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de mostoles urjc facultad de ciencias uam,,
8452,,campus de soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus de soria,,
8453,,campus fabrica de armas de la uclm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus fabrica de armas de la uclm,,
8454,,campus lugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus lugo,,
8455,,campus terres de lebre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus terres de lebre,,
8456,,campus universitario de oza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,campus universitario de oza,,
8457,,canaveruelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canaveruelas,,
8458,,cancer and traslational medicine research unit university of oulu finlandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cancer and traslational medicine research unit university of oulu finlandia,,
8459,,candeltec s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,candeltec s l,,
8460,,canterbury christ church university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canterbury christ church university,,
8461,,cantro asociado a la uned en guadalajara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cantro asociado a la uned en guadalajara,,
8462,,cardiff school of technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cardiff school of technologies,,
8463,,cardiff university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cardiff university,,
8464,,cardiff university universidad de cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cardiff university universidad de cardiff,,
8465,,carnegie mellon university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carnegie mellon university,,
8466,,carnegie mellon university department of biological sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carnegie mellon university department of biological sciences,,
8467,,carranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carranque,,
8468,,carrion de calatrava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carrion de calatrava,,
8469,,carrrion de calatrava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carrrion de calatrava,,
8470,,catechom centro de alta tecnologia y homologacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catechom centro de alta tecnologia y homologacion,,
8471,,catedra de recursos cinegeticos y piscicolas crcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catedra de recursos cinegeticos y piscicolas crcp,,
8472,,catedra interuniversitaria de derecho y genoma humano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catedra interuniversitaria de derecho y genoma humano,,
8473,,catedra verdaguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catedra verdaguer,,
8474,,catness game studios s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catness game studios s l,,
8475,,cbgp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbgp,,
8476,,cbmso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbmso,,
8477,,cc experimentales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc experimentales,,
8478,,ccth centro cientifico tecnologico de huelva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccth centro cientifico tecnologico de huelva,,
8479,,cdtime_centro para el desarrollo y la transferencia de la innovacion matematica en la empresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdtime_centro para el desarrollo y la transferencia de la innovacion matematica en la empresa,,
8480,,cea cadarache institute de biosciences et biotechnologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cea cadarache institute de biosciences et biotechnologies,,
8481,,cea fmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cea fmc,,
8482,,cebas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebas,,
8483,,cebas csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebas csic,,
8484,,cebas csic centro de edafologia y biologia aplicada del segura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebas csic centro de edafologia y biologia aplicada del segura,,
8485,,cecoual_ centro de colecciones cientificas de la universidad de almeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cecoual_ centro de colecciones cientificas de la universidad de almeria,,
8486,,cefca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cefca,,
8487,,cemhti conditions extreme materiaux haute temperature et irradiation site haute temperature upr 3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemhti conditions extreme materiaux haute temperature et irradiation site haute temperature upr 3079,,
8488,,cemhti conditions extremes materiaux haute temperature et irradiation cnrs upr 3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemhti conditions extremes materiaux haute temperature et irradiation cnrs upr 3079,,
8489,,cemyri centro de investigacion de las migraciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemyri centro de investigacion de las migraciones,,
8490,,center for advanced data assimilation and predictability techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for advanced data assimilation and predictability techniques,,
8491,,center for arrhythmia research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for arrhythmia research,,
8492,,center for autism research and treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for autism research and treatment,,
8493,,center for cancer immune therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for cancer immune therapy,,
8494,,center for ecology evolution and environmental changes azorean biodiversty group ce3c abg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for ecology evolution and environmental changes azorean biodiversty group ce3c abg,,
8495,,center for life nanosciences of the italian institute of technology sapienza university of rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for life nanosciences of the italian institute of technology sapienza university of rome,,
8496,,center for materials science and nanotechnology smn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for materials science and nanotechnology smn,,
8497,,center for molecular medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for molecular medicine,,
8498,,center for neural science in medicine samuel oschin comprehensve cancer center cedars sinai medical center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for neural science in medicine samuel oschin comprehensve cancer center cedars sinai medical center,,
8499,,center for physiology and pharmacology medical university of vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for physiology and pharmacology medical university of vienna,,
8500,,center for plant cell biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for plant cell biology,,
8501,,center for research on gender women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for research on gender women,,
8502,,center for science technology medicine society university of california berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for science technology medicine society university of california berkeley,,
8503,,center for vascular and developmental biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center for vascular and developmental biology,,
8504,,central institute for labour protection national research institute ciop pib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,central institute for labour protection national research institute ciop pib,,
8505,,centre d accessibilitat i intel ligencia ambiental de catalunya caiac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre d accessibilitat i intel ligencia ambiental de catalunya caiac,,
8506,,centre d estudis d historia de les ciencies cehic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre d estudis d historia de les ciencies cehic,,
8507,,centre d estudis del patrimoni arqueologic de la prehistoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre d estudis del patrimoni arqueologic de la prehistoria,,
8508,,centre d estudis del risc tecnologic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centre d estudis del risc tecnologic,,
